"ID","Label","Probability","Threshold","Acceptable"
"MORA_9_NBR_1987_2023_1990_533","Fire",38.74,0,"yes"
"MORA_9_NBR_1987_2023_1994_388","Fire",27.18,0,"yes"
"MORA_9_NBR_1987_2023_1999_738","Progressive Defoliation",74.4,0,"yes"
"MORA_9_NBR_1987_2023_1999_1060","Progressive Defoliation",45.82,0,"yes"
"MORA_9_NBR_1987_2023_1999_1069","Progressive Defoliation",88.14,0,"yes"
"MORA_9_NBR_1987_2023_2000_971","Progressive Defoliation",49.42,0,"yes"
"MORA_9_NBR_1987_2023_2000_1233","Progressive Defoliation",51.4,0,"yes"
"MORA_9_NBR_1987_2023_2000_1308","Progressive Defoliation",52.96,0,"yes"
"MORA_9_NBR_1987_2023_2000_1390","Progressive Defoliation",94.28,0,"yes"
"MORA_9_NBR_1987_2023_2000_1526","Progressive Defoliation",53.6,0,"yes"
"MORA_9_NBR_1987_2023_2000_1560","Progressive Defoliation",57.44,0,"yes"
"MORA_9_NBR_1987_2023_2000_1586","Progressive Defoliation",75.06,0,"yes"
"MORA_9_NBR_1987_2023_2000_1922","Progressive Defoliation",78.4,0,"yes"
"MORA_9_NBR_1987_2023_2015_542","Inter-annual Variability",94.84,40,"yes"
"MORA_9_NBR_1987_2023_2015_683","Inter-annual Variability",85.84,40,"yes"
"MORA_9_NBR_1987_2023_2015_981","Inter-annual Variability",79.48,40,"yes"
"MORA_9_NBR_1987_2023_2018_552","Inter-annual Variability",85.66,40,"yes"
"MORA_9_NBR_1987_2023_2018_577","Inter-annual Variability",87.82,40,"yes"
"MORA_9_NBR_1987_2023_2018_655","Inter-annual Variability",86.9,40,"yes"
"MORA_9_NBR_1987_2023_2019_508","Inter-annual Variability",81.44,40,"yes"
"MORA_9_NBR_1987_2023_2001_981","Progressive Defoliation",81.18,0,"yes"
"MORA_9_NBR_1987_2023_2001_1078","Inter-annual Variability",98.16,40,"yes"
"MORA_9_NBR_1987_2023_2001_1151","Fire",26.32,0,"yes"
"MORA_9_NBR_1987_2023_2001_1343","Progressive Defoliation",94.36,0,"yes"
"MORA_9_NBR_1987_2023_2001_1434","Progressive Defoliation",79.5,0,"yes"
"MORA_9_NBR_1987_2023_2001_1513","Progressive Defoliation",97.8,0,"yes"
"MORA_9_NBR_1987_2023_2001_1555","Progressive Defoliation",93.6,0,"yes"
"MORA_9_NBR_1987_2023_2001_1589","Progressive Defoliation",93.76,0,"yes"
"MORA_9_NBR_1987_2023_2001_1630","Progressive Defoliation",89.86,0,"yes"
"MORA_9_NBR_1987_2023_2001_1874","Progressive Defoliation",59.3,0,"yes"
"MORA_9_NBR_1987_2023_2003_341","Progressive Defoliation",80.5,0,"yes"
"MORA_9_NBR_1987_2023_2003_374","Progressive Defoliation",95.08,0,"yes"
"MORA_9_NBR_1987_2023_2003_1039","Progressive Defoliation",59.7,0,"yes"
"MORA_9_NBR_1987_2023_2003_1437","Progressive Defoliation",87.96,0,"yes"
"MORA_9_NBR_1987_2023_2003_1564","Progressive Defoliation",37.38,0,"yes"
"MORA_9_NBR_1987_2023_2007_753","Inter-annual Variability",97.56,40,"yes"
"MORA_9_NBR_1987_2023_2010_211","Progressive Defoliation",48.98,0,"yes"
"MORA_9_NBR_1987_2023_2012_301","Avalanche",21.06,60,"no"
"MORA_9_NBR_1987_2023_2012_575","Inter-annual Variability",76.42,40,"yes"
"MORA_9_NBR_1987_2023_2012_761","Inter-annual Variability",50.44,40,"yes"
"MORA_9_NBR_1987_2023_2012_799","Inter-annual Variability",86.32,40,"yes"
"MORA_9_NBR_1987_2023_2013_582","Inter-annual Variability",96.96,40,"yes"
"MORA_9_NBR_1987_2023_1987_4439","Progressive Defoliation",68.08,0,"yes"
"MORA_9_NBR_1987_2023_1987_4833","Mass Movement",19.6,NA,"no"
"MORA_9_NBR_1987_2023_1990_428","Progressive Defoliation",32.04,0,"yes"
"MORA_9_NBR_1987_2023_1994_443","Progressive Defoliation",30.18,0,"yes"
"MORA_9_NBR_1987_2023_1997_836","Avalanche",31.86,60,"no"
"MORA_9_NBR_1987_2023_1999_399","Avalanche",39.54,60,"no"
"MORA_9_NBR_1987_2023_1999_1070","Fire",55.62,0,"yes"
"MORA_9_NBR_1987_2023_1999_1163","Progressive Defoliation",48.08,0,"yes"
"MORA_9_NBR_1987_2023_2000_920","Inter-annual Variability",76.94,40,"yes"
"MORA_9_NBR_1987_2023_2000_1076","Inter-annual Variability",87.72,40,"yes"
"MORA_9_NBR_1987_2023_2000_1177","Progressive Defoliation",69.14,0,"yes"
"MORA_9_NBR_1987_2023_2000_1564","Progressive Defoliation",87.46,0,"yes"
"MORA_9_NBR_1987_2023_2015_754","Inter-annual Variability",88.92,40,"yes"
"MORA_9_NBR_1987_2023_2018_578","Inter-annual Variability",83.14,40,"yes"
"MORA_9_NBR_1987_2023_2001_674","Progressive Defoliation",58.9,0,"yes"
"MORA_9_NBR_1987_2023_2001_841","Progressive Defoliation",94.68,0,"yes"
"MORA_9_NBR_1987_2023_2001_1392","Progressive Defoliation",96.1,0,"yes"
"MORA_9_NBR_1987_2023_2001_1617","Progressive Defoliation",82.54,0,"yes"
"MORA_9_NBR_1987_2023_2001_1713","Progressive Defoliation",62.8,0,"yes"
"MORA_9_NBR_1987_2023_2001_1787","Progressive Defoliation",92.74,0,"yes"
"MORA_9_NBR_1987_2023_2002_355","Progressive Defoliation",87.76,0,"yes"
"MORA_9_NBR_1987_2023_2002_533","Progressive Defoliation",96.56,0,"yes"
"MORA_9_NBR_1987_2023_2002_1073","Progressive Defoliation",59.42,0,"yes"
"MORA_9_NBR_1987_2023_2002_1125","Progressive Defoliation",71.56,0,"yes"
"MORA_9_NBR_1987_2023_2004_346","Progressive Defoliation",74.7,0,"yes"
"MORA_9_NBR_1987_2023_2005_675","Fire",49.68,0,"yes"
"MORA_9_NBR_1987_2023_1990_716","Tree Toppling",46.54,70,"no"
"MORA_9_NBR_1987_2023_1994_490","Fire",28.84,0,"yes"
"MORA_9_NBR_1987_2023_1999_571","Progressive Defoliation",98.2,0,"yes"
"MORA_9_NBR_1987_2023_1999_810","Progressive Defoliation",88.22,0,"yes"
"MORA_9_NBR_1987_2023_1999_873","Progressive Defoliation",95.94,0,"yes"
"MORA_9_NBR_1987_2023_1999_1176","Progressive Defoliation",63.34,0,"yes"
"MORA_9_NBR_1987_2023_2000_594","Progressive Defoliation",97.3,0,"yes"
"MORA_9_NBR_1987_2023_2000_648","Progressive Defoliation",89.14,0,"yes"
"MORA_9_NBR_1987_2023_2000_653","Progressive Defoliation",75,0,"yes"
"MORA_9_NBR_1987_2023_2000_924","Progressive Defoliation",76.9,0,"yes"
"MORA_9_NBR_1987_2023_2000_942","Progressive Defoliation",69.58,0,"yes"
"MORA_9_NBR_1987_2023_2000_1100","Progressive Defoliation",79.64,0,"yes"
"MORA_9_NBR_1987_2023_2000_1176","Progressive Defoliation",91.44,0,"yes"
"MORA_9_NBR_1987_2023_2000_1438","Progressive Defoliation",81.22,0,"yes"
"MORA_9_NBR_1987_2023_2000_1498","Progressive Defoliation",94.38,0,"yes"
"MORA_9_NBR_1987_2023_2000_1527","Progressive Defoliation",79.5,0,"yes"
"MORA_9_NBR_1987_2023_2000_1546","Progressive Defoliation",94.98,0,"yes"
"MORA_9_NBR_1987_2023_2000_1566","Progressive Defoliation",91.22,0,"yes"
"MORA_9_NBR_1987_2023_2000_1642","Progressive Defoliation",80.88,0,"yes"
"MORA_9_NBR_1987_2023_2000_1677","Progressive Defoliation",94.68,0,"yes"
"MORA_9_NBR_1987_2023_2000_1844","Progressive Defoliation",72.46,0,"yes"
"MORA_9_NBR_1987_2023_2000_1856","Progressive Defoliation",92.02,0,"yes"
"MORA_9_NBR_1987_2023_2000_1900","Progressive Defoliation",86.82,0,"yes"
"MORA_9_NBR_1987_2023_2000_1935","Progressive Defoliation",47.92,0,"yes"
"MORA_9_NBR_1987_2023_2015_280","Inter-annual Variability",57.36,40,"yes"
"MORA_9_NBR_1987_2023_2016_205","Progressive Defoliation",39.5,0,"yes"
"MORA_9_NBR_1987_2023_2017_197","Inter-annual Variability",84.4,40,"yes"
"MORA_9_NBR_1987_2023_2001_1273","Progressive Defoliation",87.64,0,"yes"
"MORA_9_NBR_1987_2023_2012_507","Tree Toppling",27.9,70,"no"
"MORA_9_NBR_1987_2023_1998_443","Inter-annual Variability",98.84,40,"yes"
"MORA_9_NBR_1987_2023_1999_1048","Progressive Defoliation",89.36,0,"yes"
"MORA_9_NBR_1987_2023_2000_1172","Progressive Defoliation",77.14,0,"yes"
"MORA_9_NBR_1987_2023_2000_1518","Progressive Defoliation",64.52,0,"yes"
"MORA_9_NBR_1987_2023_2000_1605","Progressive Defoliation",91.36,0,"yes"
"MORA_9_NBR_1987_2023_2000_1609","Progressive Defoliation",92.72,0,"yes"
"MORA_9_NBR_1987_2023_2000_1651","Progressive Defoliation",97.48,0,"yes"
"MORA_9_NBR_1987_2023_2000_1660","Progressive Defoliation",83.74,0,"yes"
"MORA_9_NBR_1987_2023_2000_1707","Progressive Defoliation",80.5,0,"yes"
"MORA_9_NBR_1987_2023_2016_279","Inter-annual Variability",84.12,40,"yes"
"MORA_9_NBR_1987_2023_2001_868","Progressive Defoliation",61.9,0,"yes"
"MORA_9_NBR_1987_2023_2009_335","Inter-annual Variability",99.42,40,"yes"
"MORA_9_NBR_1987_2023_2012_558","Inter-annual Variability",55.68,40,"yes"
"MORA_9_NBR_1987_2023_1987_3912","Mass Movement",36.1,NA,"no"
"MORA_9_NBR_1987_2023_1994_414","Progressive Defoliation",71.06,0,"yes"
"MORA_9_NBR_1987_2023_1999_1157","Progressive Defoliation",94.64,0,"yes"
"MORA_9_NBR_1987_2023_2000_1486","Progressive Defoliation",85.3,0,"yes"
"MORA_9_NBR_1987_2023_2000_1791","Progressive Defoliation",84.9,0,"yes"
"MORA_9_NBR_1987_2023_2015_577","Inter-annual Variability",52.74,40,"yes"
"MORA_9_NBR_1987_2023_2010_187","Inter-annual Variability",93.28,40,"yes"
"MORA_9_NBR_1987_2023_1998_446","Inter-annual Variability",26.26,40,"no"
"MORA_9_NBR_1987_2023_1998_777","Progressive Defoliation",69.4,0,"yes"
"MORA_9_NBR_1987_2023_2000_464","Inter-annual Variability",91.94,40,"yes"
"MORA_9_NBR_1987_2023_2000_587","Fire",29.04,0,"yes"
"MORA_9_NBR_1987_2023_2000_1636","Inter-annual Variability",97.02,40,"yes"
"MORA_9_NBR_1987_2023_2006_377","Inter-annual Variability",69.44,40,"yes"
"MORA_9_NBR_1987_2023_2012_444","Inter-annual Variability",71.58,40,"yes"
"MORA_9_NBR_1987_2023_2012_823","Inter-annual Variability",73.6,40,"yes"
"MORA_9_NBR_1987_2023_2000_1346","Progressive Defoliation",38.84,0,"yes"
"MORA_9_NBR_1987_2023_2011_316","Inter-annual Variability",76.44,40,"yes"
"MORA_9_NBR_1987_2023_2012_474","Inter-annual Variability",84.9,40,"yes"
"MORA_9_NBR_1987_2023_2012_657","Inter-annual Variability",50.18,40,"yes"
"MORA_9_NBR_1987_2023_2013_370","Inter-annual Variability",38.78,40,"no"
"MORA_9_NBR_1987_2023_1987_1192","Riparian",34.92,0,"yes"
"MORA_9_NBR_1987_2023_1987_5564","Fire",45.26,0,"yes"
"MORA_9_NBR_1987_2023_1996_971","Progressive Defoliation",30.98,0,"yes"
"MORA_9_NBR_1987_2023_2001_588","Tree Toppling",38.12,70,"no"
"MORA_9_NBR_1987_2023_1987_3737","Inter-annual Variability",57.32,40,"yes"
"MORA_9_NBR_1987_2023_1998_642","Progressive Defoliation",69.52,0,"yes"
"MORA_9_NBR_1987_2023_2011_334","Inter-annual Variability",84.68,40,"yes"
"MORA_9_NBR_1987_2023_1987_1663","Avalanche",28.66,60,"no"
"MORA_9_NBR_1987_2023_1987_4507","Progressive Defoliation",38.12,0,"yes"
"MORA_9_NBR_1987_2023_1997_736","Inter-annual Variability",55.6,40,"yes"
"MORA_9_NBR_1987_2023_2006_809","Inter-annual Variability",70.64,40,"yes"
"MORA_9_NBR_1987_2023_1987_3029","Progressive Defoliation",75.4,0,"yes"
"MORA_9_NBR_1987_2023_1993_681","Inter-annual Variability",85.5,40,"yes"
"MORA_9_NBR_1987_2023_1996_909","Inter-annual Variability",98,40,"yes"
"MORA_9_NBR_1987_2023_1998_647","Inter-annual Variability",57.78,40,"yes"
"MORA_9_NBR_1987_2023_1987_1971","Fire",43.9,0,"yes"
"MORA_9_NBR_1987_2023_1987_3339","Inter-annual Variability",87.24,40,"yes"
"MORA_9_NBR_1987_2023_1990_855","Inter-annual Variability",96.66,40,"yes"
"MORA_9_NBR_1987_2023_1987_2061","Progressive Defoliation",51.3,0,"yes"
"MORA_9_NBR_1987_2023_1987_5902","Fire",54.64,0,"yes"
"MORA_9_NBR_1987_2023_1988_390","Inter-annual Variability",96.64,40,"yes"
"MORA_9_NBR_1987_2023_1987_3532","Fire",44.36,0,"yes"
"MORA_9_NBR_1987_2023_1987_4344","Progressive Defoliation",67.38,0,"yes"
"MORA_9_NBR_1987_2023_1988_365","Inter-annual Variability",98.72,40,"yes"
"MORA_9_NBR_1987_2023_1991_613","Inter-annual Variability",91.24,40,"yes"
"MORA_9_NBR_1987_2023_1987_2695","Inter-annual Variability",85.92,40,"yes"
"MORA_9_NBR_1987_2023_1987_4340","Inter-annual Variability",34.86,40,"no"
"MORA_9_NBR_1987_2023_1987_4766","Progressive Defoliation",47.66,0,"yes"
"MORA_9_NBR_1987_2023_1987_5290","Progressive Defoliation",53.6,0,"yes"
"MORA_9_NBR_1987_2023_1996_766","Progressive Defoliation",33.28,0,"yes"
"MORA_9_NBR_1987_2023_1999_643","Progressive Defoliation",26.44,0,"yes"
"MORA_9_NBR_1987_2023_1999_860","Riparian",47.04,0,"yes"
"MORA_9_NBR_1987_2023_1987_2463","Riparian",69.62,0,"yes"
"MORA_9_NBR_1987_2023_1987_5239","Progressive Defoliation",32.08,0,"yes"
"MORA_9_NBR_1987_2023_1987_3633","Progressive Defoliation",69.1,0,"yes"
"MORA_9_NBR_1987_2023_1987_3521","Progressive Defoliation",76.8,0,"yes"
"MORA_9_NBR_1987_2023_1987_3995","Progressive Defoliation",77.16,0,"yes"
"MORA_9_NBR_1987_2023_1987_5196","Progressive Defoliation",32.74,0,"yes"
"MORA_9_NBR_1987_2023_1987_1654","Riparian",57.72,0,"yes"
"MORA_9_NBR_1987_2023_1987_1745","Inter-annual Variability",82,40,"yes"
"MORA_9_NBR_1987_2023_1987_3209","Inter-annual Variability",79.18,40,"yes"
"MORA_9_NBR_1987_2023_1987_4212","Tree Toppling",54.92,70,"no"
"MORA_9_NBR_1987_2023_1987_4409","Progressive Defoliation",33.66,0,"yes"
"MORA_9_NBR_1987_2023_1987_5459","Progressive Defoliation",44.42,0,"yes"
"MORA_9_NBR_1987_2023_1988_319","Inter-annual Variability",98.26,40,"yes"
"MORA_9_NBR_1987_2023_1987_4235","Progressive Defoliation",63.06,0,"yes"
"MORA_9_NBR_1987_2023_1987_5086","Progressive Defoliation",45.06,0,"yes"
"MORA_9_NBR_1987_2023_1987_5177","Progressive Defoliation",68.3,0,"yes"
"MORA_9_NBR_1987_2023_1987_5422","Progressive Defoliation",60.4,0,"yes"
"MORA_9_NBR_1987_2023_1987_5775","Tree Toppling",38.68,70,"no"
"MORA_9_NBR_1987_2023_1987_2123","Inter-annual Variability",97.02,40,"yes"
"MORA_9_NBR_1987_2023_1987_2807","Inter-annual Variability",47.66,40,"yes"
"MORA_9_NBR_1987_2023_1987_3216","Inter-annual Variability",90.1,40,"yes"
"MORA_9_NBR_1987_2023_1987_4119","Avalanche",42.08,60,"no"
"MORA_9_NBR_1987_2023_1987_5002","Progressive Defoliation",60.2,0,"yes"
"MORA_9_NBR_1987_2023_1987_5634","Avalanche",29.6,60,"no"
"MORA_9_NBR_1987_2023_1987_5912","Progressive Defoliation",38.98,0,"yes"
"MORA_9_NBR_1987_2023_1987_2218","Inter-annual Variability",93.9,40,"yes"
"MORA_9_NBR_1987_2023_1987_3053","Progressive Defoliation",62.24,0,"yes"
"MORA_9_NBR_1987_2023_1987_3955","Progressive Defoliation",55.32,0,"yes"
"MORA_9_NBR_1987_2023_1987_4255","Progressive Defoliation",63.56,0,"yes"
"MORA_9_NBR_1987_2023_1994_521","Inter-annual Variability",95.44,40,"yes"
"MORA_9_NBR_1987_2023_1987_2242","Fire",33.12,0,"yes"
"MORA_9_NBR_1987_2023_1987_3855","Progressive Defoliation",49.16,0,"yes"
"MORA_9_NBR_1987_2023_1987_5467","Inter-annual Variability",25.74,40,"no"
"MORA_9_NBR_1987_2023_1987_2837","Inter-annual Variability",92.18,40,"yes"
"MORA_9_NBR_1987_2023_1987_3348","Inter-annual Variability",49.7,40,"yes"
"MORA_9_NBR_1987_2023_1987_5123","Fire",34.52,0,"yes"
"MORA_9_NBR_1987_2023_1987_5623","Progressive Defoliation",66.04,0,"yes"
"MORA_9_NBR_1987_2023_1995_560","Inter-annual Variability",70.02,40,"yes"
"MORA_9_NBR_1987_2023_1987_4878","Tree Toppling",33.42,70,"no"
"MORA_9_NBR_1987_2023_1987_5413","Progressive Defoliation",39.12,0,"yes"
"MORA_9_NBR_1987_2023_1994_509","Inter-annual Variability",84.92,40,"yes"
"MORA_9_NBR_1987_2023_1987_1283","Progressive Defoliation",50.98,0,"yes"
"MORA_9_NBR_1987_2023_1987_2015","Inter-annual Variability",54.94,40,"yes"
"MORA_9_NBR_1987_2023_1987_2586","Progressive Defoliation",46.06,0,"yes"
"MORA_9_NBR_1987_2023_1987_4273","Riparian",75.98,0,"yes"
"MORA_9_NBR_1987_2023_1987_4477","Tree Toppling",33.38,70,"no"
"MORA_9_NBR_1987_2023_1987_4601","Fire",47.48,0,"yes"
"MORA_9_NBR_1987_2023_1987_4605","Tree Toppling",42.82,70,"no"
"MORA_9_NBR_1987_2023_1987_5091","Progressive Defoliation",31.2,0,"yes"
"MORA_9_NBR_1987_2023_1987_2414","Fire",23.22,0,"yes"
"MORA_9_NBR_1987_2023_1987_3178","Progressive Defoliation",28.08,0,"yes"
"MORA_9_NBR_1987_2023_1987_3850","Inter-annual Variability",67.36,40,"yes"
"MORA_9_NBR_1987_2023_1987_4918","Avalanche",45.4,60,"no"
"MORA_9_NBR_1987_2023_1987_2588","Tree Toppling",37.44,70,"no"
"MORA_9_NBR_1987_2023_1987_4391","Progressive Defoliation",59.5,0,"yes"
"MORA_9_NBR_1987_2023_1987_1947","Inter-annual Variability",97.84,40,"yes"
"MORA_9_NBR_1987_2023_1987_2195","Inter-annual Variability",97.3,40,"yes"
"MORA_9_NBR_1987_2023_1987_2631","Tree Toppling",30.56,70,"no"
"MORA_9_NBR_1987_2023_1987_3490","Inter-annual Variability",93.56,40,"yes"
"MORA_9_NBR_1987_2023_1987_4238","Riparian",40.36,0,"yes"
"MORA_9_NBR_1987_2023_1987_4528","Progressive Defoliation",48.06,0,"yes"
"MORA_9_NBR_1987_2023_1987_4867","Fire",30.3,0,"yes"
"MORA_9_NBR_1987_2023_1987_5133","Fire",37.86,0,"yes"
"MORA_9_NBR_1987_2023_1987_1668","Inter-annual Variability",23.58,40,"no"
"MORA_9_NBR_1987_2023_1987_5594","Progressive Defoliation",45.72,0,"yes"
"MORA_9_NBR_1987_2023_1987_5048","Progressive Defoliation",21,0,"yes"
"MORA_9_NBR_1987_2023_1987_5614","Progressive Defoliation",33.96,0,"yes"
"MORA_9_NBR_1987_2023_1987_1451","Progressive Defoliation",35.64,0,"yes"
"MORA_9_NBR_1987_2023_1987_1578","Fire",23.2,0,"yes"
"MORA_9_NBR_1987_2023_1987_1726","Riparian",25.24,0,"yes"
"MORA_9_NBR_1987_2023_1987_1962","Inter-annual Variability",86.78,40,"yes"
"MORA_9_NBR_1987_2023_1987_1964","Inter-annual Variability",72.72,40,"yes"
"MORA_9_NBR_1987_2023_1987_2617","Inter-annual Variability",73.54,40,"yes"
"MORA_9_NBR_1987_2023_1987_2858","Inter-annual Variability",86.02,40,"yes"
"MORA_9_NBR_1987_2023_1987_3594","Inter-annual Variability",86.06,40,"yes"
"MORA_9_NBR_1987_2023_1987_3772","Inter-annual Variability",81.32,40,"yes"
"MORA_9_NBR_1987_2023_1987_4800","Tree Toppling",33.86,70,"no"
"MORA_9_NBR_1987_2023_2015_292","Inter-annual Variability",66.66,40,"yes"
"MORA_9_NBR_1987_2023_2015_335","Inter-annual Variability",40.5,40,"yes"
"MORA_9_NBR_1987_2023_2015_345","Inter-annual Variability",76.94,40,"yes"
"MORA_9_NBR_1987_2023_2015_384","Inter-annual Variability",47.28,40,"yes"
"MORA_9_NBR_1987_2023_2015_671","Inter-annual Variability",97,40,"yes"
"MORA_9_NBR_1987_2023_2015_679","Inter-annual Variability",31.3,40,"no"
"MORA_9_NBR_1987_2023_2015_867","Inter-annual Variability",70.04,40,"yes"
"MORA_9_NBR_1987_2023_2015_970","Inter-annual Variability",26.96,40,"no"
"MORA_9_NBR_1987_2023_2015_978","Avalanche",38.84,60,"no"
"MORA_9_NBR_1987_2023_2016_197","Tree Toppling",88.42,70,"yes"
"MORA_9_NBR_1987_2023_2018_348","Inter-annual Variability",84.24,40,"yes"
"MORA_9_NBR_1987_2023_2018_572","Inter-annual Variability",32.2,40,"no"
"MORA_9_NBR_1987_2023_2019_611","Fire",38.82,0,"yes"
"MORA_9_NBR_1987_2023_2019_809","Fire",47.6,0,"yes"
"MORA_9_NBR_1987_2023_2020_376","Riparian",29.62,0,"yes"
"MORA_9_NBR_1987_2023_2020_411","Fire",57.9,0,"yes"
"MORA_9_NBR_1987_2023_2020_697","Inter-annual Variability",93.02,40,"yes"
"MORA_9_NBR_1987_2023_2020_711","Inter-annual Variability",90.04,40,"yes"
"MORA_9_NBR_1987_2023_2021_336","Avalanche",51.48,60,"no"
"MORA_9_NBR_1987_2023_2021_583","Progressive Defoliation",28.36,0,"yes"
"MORA_9_NBR_1987_2023_2023_164","Inter-annual Variability",23.02,40,"no"
"MORA_9_NBR_1987_2023_2023_300","Inter-annual Variability",80.96,40,"yes"
"MORA_9_NBR_1987_2023_2023_382","Inter-annual Variability",74.34,40,"yes"
"MORA_9_NBR_1987_2023_2023_541","Inter-annual Variability",81.66,40,"yes"
"MORA_9_NBR_1987_2023_2023_553","Inter-annual Variability",80.82,40,"yes"
"MORA_9_NBR_1987_2023_2023_588","Inter-annual Variability",81.56,40,"yes"
"MORA_9_NBR_1987_2023_2023_621","Inter-annual Variability",81.5,40,"yes"
"MORA_9_NBR_1987_2023_2023_623","Inter-annual Variability",80.18,40,"yes"
"MORA_9_NBR_1987_2023_2023_634","Inter-annual Variability",82.14,40,"yes"
"MORA_9_NBR_1987_2023_2023_704","Fire",33.12,0,"yes"
"MORA_9_NBR_1987_2023_2023_715","Fire",20.28,0,"yes"
"MORA_9_NBR_1987_2023_2023_752","Inter-annual Variability",63.06,40,"yes"
"MORA_9_NBR_1987_2023_2023_884","Fire",29.66,0,"yes"
"MORA_9_NBR_1987_2023_2023_886","Fire",25.88,0,"yes"
"MORA_9_NBR_1987_2023_2001_392","Inter-annual Variability",95.96,40,"yes"
"MORA_9_NBR_1987_2023_2001_464","Inter-annual Variability",83.18,40,"yes"
"MORA_9_NBR_1987_2023_2001_666","Inter-annual Variability",98.1,40,"yes"
"MORA_9_NBR_1987_2023_2001_677","Inter-annual Variability",76.28,40,"yes"
"MORA_9_NBR_1987_2023_2001_916","Inter-annual Variability",97.84,40,"yes"
"MORA_9_NBR_1987_2023_2001_995","Inter-annual Variability",88.6,40,"yes"
"MORA_9_NBR_1987_2023_2001_1223","Inter-annual Variability",89,40,"yes"
"MORA_9_NBR_1987_2023_2003_293","Inter-annual Variability",61.82,40,"yes"
"MORA_9_NBR_1987_2023_2003_667","Inter-annual Variability",75.02,40,"yes"
"MORA_9_NBR_1987_2023_2003_811","Progressive Defoliation",45.78,0,"yes"
"MORA_9_NBR_1987_2023_2003_952","Inter-annual Variability",21.62,40,"no"
"MORA_9_NBR_1987_2023_2003_972","Progressive Defoliation",74.08,0,"yes"
"MORA_9_NBR_1987_2023_2003_1071","Progressive Defoliation",85,0,"yes"
"MORA_9_NBR_1987_2023_2003_1200","Inter-annual Variability",75.54,40,"yes"
"MORA_9_NBR_1987_2023_2004_322","Riparian",69.32,0,"yes"
"MORA_9_NBR_1987_2023_2004_408","Progressive Defoliation",52.88,0,"yes"
"MORA_9_NBR_1987_2023_2004_533","Riparian",84.68,0,"yes"
"MORA_9_NBR_1987_2023_2004_702","Progressive Defoliation",75.9,0,"yes"
"MORA_9_NBR_1987_2023_2004_887","Progressive Defoliation",78.08,0,"yes"
"MORA_9_NBR_1987_2023_2005_240","Fire",85.4,0,"yes"
"MORA_9_NBR_1987_2023_2005_436","Inter-annual Variability",89.08,40,"yes"
"MORA_9_NBR_1987_2023_2005_442","Inter-annual Variability",94.66,40,"yes"
"MORA_9_NBR_1987_2023_2005_488","Inter-annual Variability",92.48,40,"yes"
"MORA_9_NBR_1987_2023_2005_507","Inter-annual Variability",95.12,40,"yes"
"MORA_9_NBR_1987_2023_2005_568","Inter-annual Variability",89.14,40,"yes"
"MORA_9_NBR_1987_2023_2006_522","Progressive Defoliation",74.62,0,"yes"
"MORA_9_NBR_1987_2023_2006_530","Progressive Defoliation",86.24,0,"yes"
"MORA_9_NBR_1987_2023_2006_564","Progressive Defoliation",67.24,0,"yes"
"MORA_9_NBR_1987_2023_2006_630","Progressive Defoliation",66.26,0,"yes"
"MORA_9_NBR_1987_2023_2006_1341","Fire",97.06,0,"yes"
"MORA_9_NBR_1987_2023_2006_1350","Progressive Defoliation",57.88,0,"yes"
"MORA_9_NBR_1987_2023_2007_486","Riparian",67.46,0,"yes"
"MORA_9_NBR_1987_2023_2007_526","Riparian",60.12,0,"yes"
"MORA_9_NBR_1987_2023_2007_620","Progressive Defoliation",65.66,0,"yes"
"MORA_9_NBR_1987_2023_2007_635","Inter-annual Variability",97.18,40,"yes"
"MORA_9_NBR_1987_2023_2007_1007","Progressive Defoliation",74.2,0,"yes"
"MORA_9_NBR_1987_2023_2007_1016","Progressive Defoliation",64.92,0,"yes"
"MORA_9_NBR_1987_2023_2007_1032","Progressive Defoliation",82.6,0,"yes"
"MORA_9_NBR_1987_2023_2008_230","Avalanche",91.72,60,"yes"
"MORA_9_NBR_1987_2023_2010_291","Fire",84.42,0,"yes"
"MORA_9_NBR_1987_2023_2011_401","Tree Toppling",96.44,70,"yes"
"MORA_9_NBR_1987_2023_2012_433","Inter-annual Variability",96.9,40,"yes"
"MORA_9_NBR_1987_2023_2012_505","Inter-annual Variability",93.88,40,"yes"
"MORA_9_NBR_1987_2023_2012_637","Inter-annual Variability",66.54,40,"yes"
"MORA_9_NBR_1987_2023_2012_819","Inter-annual Variability",96.22,40,"yes"
"MORA_9_NBR_1987_2023_2012_827","Inter-annual Variability",82.26,40,"yes"
"MORA_9_NBR_1987_2023_2012_874","Fire",80.38,0,"yes"
"MORA_9_NBR_1987_2023_2013_310","Inter-annual Variability",95.46,40,"yes"
"MORA_9_NBR_1987_2023_2013_378","Inter-annual Variability",63.88,40,"yes"
"MORA_9_NBR_1987_2023_2013_576","Inter-annual Variability",96.88,40,"yes"
"MORA_9_NBR_1987_2023_2013_721","Tree Toppling",21.98,70,"no"
"MORA_9_NBR_1987_2023_2013_769","Avalanche",27.96,60,"no"
"MORA_9_NBR_1987_2023_1987_3966","Mass Movement",28.22,NA,"no"
"MORA_9_NBR_1987_2023_1987_4664","Inter-annual Variability",56.28,40,"yes"
"MORA_9_NBR_1987_2023_1989_445","Tree Toppling",51.6,70,"no"
"MORA_9_NBR_1987_2023_1989_700","Progressive Defoliation",52.92,0,"yes"
