"ID","Label","Probability","Threshold","Acceptable"
"MORA_9_NBR_1987_2023_2015_196","Fire",59.84,0,"yes"
"MORA_9_NBR_1987_2023_2015_362","Inter-annual Variability",97.04,40,"yes"
"MORA_9_NBR_1987_2023_2015_377","Inter-annual Variability",91.8,40,"yes"
"MORA_9_NBR_1987_2023_2015_681","Inter-annual Variability",86.06,40,"yes"
"MORA_9_NBR_1987_2023_2015_702","Inter-annual Variability",94.12,40,"yes"
"MORA_9_NBR_1987_2023_2015_725","Inter-annual Variability",91.16,40,"yes"
"MORA_9_NBR_1987_2023_2015_738","Inter-annual Variability",88.64,40,"yes"
"MORA_9_NBR_1987_2023_2015_821","Inter-annual Variability",51.6,40,"yes"
"MORA_9_NBR_1987_2023_2015_824","Inter-annual Variability",95.16,40,"yes"
"MORA_9_NBR_1987_2023_2015_828","Inter-annual Variability",80.52,40,"yes"
"MORA_9_NBR_1987_2023_2015_829","Inter-annual Variability",48.32,40,"yes"
"MORA_9_NBR_1987_2023_2015_834","Inter-annual Variability",86.44,40,"yes"
"MORA_9_NBR_1987_2023_2015_863","Inter-annual Variability",91.68,40,"yes"
"MORA_9_NBR_1987_2023_2015_947","Inter-annual Variability",50.08,40,"yes"
"MORA_9_NBR_1987_2023_2015_950","Inter-annual Variability",42,40,"yes"
"MORA_9_NBR_1987_2023_2015_962","Inter-annual Variability",83.1,40,"yes"
"MORA_9_NBR_1987_2023_2015_973","Inter-annual Variability",44.28,40,"yes"
"MORA_9_NBR_1987_2023_2016_90","Clearing",27.04,40,"no"
"MORA_9_NBR_1987_2023_2016_194","Fire",75.44,0,"yes"
"MORA_9_NBR_1987_2023_2016_274","Mass Movement",66.32,NA,"no"
"MORA_9_NBR_1987_2023_2018_218","Fire",33.96,0,"yes"
"MORA_9_NBR_1987_2023_2018_239","Mass Movement",27.84,NA,"no"
"MORA_9_NBR_1987_2023_2018_293","Fire",41.82,0,"yes"
"MORA_9_NBR_1987_2023_2018_356","Fire",41.22,0,"yes"
"MORA_9_NBR_1987_2023_2018_466","Fire",35.72,0,"yes"
"MORA_9_NBR_1987_2023_2018_557","Progressive Defoliation",33.1,0,"yes"
"MORA_9_NBR_1987_2023_2018_596","Fire",36.76,0,"yes"
"MORA_9_NBR_1987_2023_2018_786","Fire",45.96,0,"yes"
"MORA_9_NBR_1987_2023_2019_182","Progressive Defoliation",22.06,0,"yes"
"MORA_9_NBR_1987_2023_2019_242","Fire",46.22,0,"yes"
"MORA_9_NBR_1987_2023_2019_284","Fire",53.56,0,"yes"
"MORA_9_NBR_1987_2023_2019_297","Fire",23.8,0,"yes"
"MORA_9_NBR_1987_2023_2019_302","Tree Toppling",22.64,70,"no"
"MORA_9_NBR_1987_2023_2019_317","Tree Toppling",22.62,70,"no"
"MORA_9_NBR_1987_2023_2019_324","Fire",24.64,0,"yes"
"MORA_9_NBR_1987_2023_2019_332","Fire",38.56,0,"yes"
"MORA_9_NBR_1987_2023_2019_349","Fire",56.98,0,"yes"
"MORA_9_NBR_1987_2023_2019_357","Fire",41.02,0,"yes"
"MORA_9_NBR_1987_2023_2019_366","Fire",48.92,0,"yes"
"MORA_9_NBR_1987_2023_2019_370","Fire",29.88,0,"yes"
"MORA_9_NBR_1987_2023_2019_379","Fire",26.84,0,"yes"
"MORA_9_NBR_1987_2023_2019_390","Fire",50.9,0,"yes"
"MORA_9_NBR_1987_2023_2019_394","Fire",27.66,0,"yes"
"MORA_9_NBR_1987_2023_2019_405","Fire",59.52,0,"yes"
"MORA_9_NBR_1987_2023_2019_411","Fire",47.16,0,"yes"
"MORA_9_NBR_1987_2023_2019_430","Fire",45.82,0,"yes"
"MORA_9_NBR_1987_2023_2019_431","Fire",27.82,0,"yes"
"MORA_9_NBR_1987_2023_2019_455","Fire",52.3,0,"yes"
"MORA_9_NBR_1987_2023_2019_460","Fire",56.82,0,"yes"
"MORA_9_NBR_1987_2023_2019_467","Fire",55.16,0,"yes"
"MORA_9_NBR_1987_2023_2019_474","Fire",41.66,0,"yes"
"MORA_9_NBR_1987_2023_2019_486","Fire",56.14,0,"yes"
"MORA_9_NBR_1987_2023_2019_499","Fire",53.88,0,"yes"
"MORA_9_NBR_1987_2023_2019_502","Fire",51.9,0,"yes"
"MORA_9_NBR_1987_2023_2019_513","Fire",60.92,0,"yes"
"MORA_9_NBR_1987_2023_2019_514","Fire",60.48,0,"yes"
"MORA_9_NBR_1987_2023_2019_516","Fire",58.64,0,"yes"
"MORA_9_NBR_1987_2023_2019_520","Fire",56.4,0,"yes"
"MORA_9_NBR_1987_2023_2019_529","Fire",51.06,0,"yes"
"MORA_9_NBR_1987_2023_2019_543","Fire",58.08,0,"yes"
"MORA_9_NBR_1987_2023_2019_544","Fire",57.18,0,"yes"
"MORA_9_NBR_1987_2023_2019_560","Fire",53.9,0,"yes"
"MORA_9_NBR_1987_2023_2019_565","Fire",55.52,0,"yes"
"MORA_9_NBR_1987_2023_2019_566","Fire",58.08,0,"yes"
"MORA_9_NBR_1987_2023_2019_574","Fire",58.62,0,"yes"
"MORA_9_NBR_1987_2023_2019_584","Fire",60.58,0,"yes"
"MORA_9_NBR_1987_2023_2019_607","Fire",56.08,0,"yes"
"MORA_9_NBR_1987_2023_2019_616","Fire",49.38,0,"yes"
"MORA_9_NBR_1987_2023_2019_628","Fire",58.08,0,"yes"
"MORA_9_NBR_1987_2023_2019_652","Fire",56.58,0,"yes"
"MORA_9_NBR_1987_2023_2019_654","Fire",32.78,0,"yes"
"MORA_9_NBR_1987_2023_2019_657","Fire",48.22,0,"yes"
"MORA_9_NBR_1987_2023_2019_658","Fire",52.28,0,"yes"
"MORA_9_NBR_1987_2023_2019_677","Fire",35.8,0,"yes"
"MORA_9_NBR_1987_2023_2019_683","Fire",49.16,0,"yes"
"MORA_9_NBR_1987_2023_2019_700","Fire",36.88,0,"yes"
"MORA_9_NBR_1987_2023_2019_706","Fire",54.06,0,"yes"
"MORA_9_NBR_1987_2023_2019_719","Fire",43.62,0,"yes"
"MORA_9_NBR_1987_2023_2019_721","Fire",56.42,0,"yes"
"MORA_9_NBR_1987_2023_2019_726","Fire",57.12,0,"yes"
"MORA_9_NBR_1987_2023_2019_727","Fire",31.18,0,"yes"
"MORA_9_NBR_1987_2023_2019_732","Fire",38.38,0,"yes"
"MORA_9_NBR_1987_2023_2019_764","Riparian",25.9,0,"yes"
"MORA_9_NBR_1987_2023_2019_783","Fire",24.22,0,"yes"
"MORA_9_NBR_1987_2023_2019_790","Fire",33.06,0,"yes"
"MORA_9_NBR_1987_2023_2019_798","Fire",41.88,0,"yes"
"MORA_9_NBR_1987_2023_2019_808","Fire",24.82,0,"yes"
"MORA_9_NBR_1987_2023_2019_826","Fire",57.82,0,"yes"
"MORA_9_NBR_1987_2023_2019_827","Fire",56.62,0,"yes"
"MORA_9_NBR_1987_2023_2019_834","Fire",44.92,0,"yes"
"MORA_9_NBR_1987_2023_2019_838","Fire",58.08,0,"yes"
"MORA_9_NBR_1987_2023_2019_865","Fire",52.58,0,"yes"
"MORA_9_NBR_1987_2023_2019_891","Fire",37.26,0,"yes"
"MORA_9_NBR_1987_2023_2019_974","Fire",39.26,0,"yes"
"MORA_9_NBR_1987_2023_2020_216","Fire",50.42,0,"yes"
"MORA_9_NBR_1987_2023_2020_246","Fire",56.66,0,"yes"
"MORA_9_NBR_1987_2023_2020_271","Fire",40.54,0,"yes"
"MORA_9_NBR_1987_2023_2020_272","Fire",21.82,0,"yes"
"MORA_9_NBR_1987_2023_2020_278","Progressive Defoliation",37.92,0,"yes"
"MORA_9_NBR_1987_2023_2020_293","Fire",26.22,0,"yes"
"MORA_9_NBR_1987_2023_2020_323","Fire",40.86,0,"yes"
"MORA_9_NBR_1987_2023_2020_324","Fire",27.76,0,"yes"
"MORA_9_NBR_1987_2023_2020_353","Fire",50.68,0,"yes"
"MORA_9_NBR_1987_2023_2020_354","Fire",51.5,0,"yes"
"MORA_9_NBR_1987_2023_2020_358","Fire",26.96,0,"yes"
"MORA_9_NBR_1987_2023_2020_366","Fire",43.06,0,"yes"
"MORA_9_NBR_1987_2023_2020_368","Fire",55.94,0,"yes"
"MORA_9_NBR_1987_2023_2020_370","Fire",40.48,0,"yes"
"MORA_9_NBR_1987_2023_2020_387","Riparian",22.96,0,"yes"
"MORA_9_NBR_1987_2023_2020_396","Fire",55.3,0,"yes"
"MORA_9_NBR_1987_2023_2020_405","Fire",58.44,0,"yes"
"MORA_9_NBR_1987_2023_2020_421","Fire",52,0,"yes"
"MORA_9_NBR_1987_2023_2020_423","Fire",57.14,0,"yes"
"MORA_9_NBR_1987_2023_2020_446","Fire",49.22,0,"yes"
"MORA_9_NBR_1987_2023_2020_447","Fire",59.12,0,"yes"
"MORA_9_NBR_1987_2023_2020_456","Fire",57.88,0,"yes"
"MORA_9_NBR_1987_2023_2020_461","Fire",58.92,0,"yes"
"MORA_9_NBR_1987_2023_2020_464","Fire",55.26,0,"yes"
"MORA_9_NBR_1987_2023_2020_466","Fire",51.8,0,"yes"
"MORA_9_NBR_1987_2023_2020_473","Fire",58.92,0,"yes"
"MORA_9_NBR_1987_2023_2020_483","Fire",54.22,0,"yes"
"MORA_9_NBR_1987_2023_2020_504","Fire",54.44,0,"yes"
"MORA_9_NBR_1987_2023_2020_510","Fire",56.92,0,"yes"
"MORA_9_NBR_1987_2023_2020_512","Fire",56.86,0,"yes"
"MORA_9_NBR_1987_2023_2020_518","Fire",55.38,0,"yes"
"MORA_9_NBR_1987_2023_2020_526","Fire",53.1,0,"yes"
"MORA_9_NBR_1987_2023_2020_530","Fire",58.26,0,"yes"
"MORA_9_NBR_1987_2023_2020_531","Fire",53.9,0,"yes"
"MORA_9_NBR_1987_2023_2020_532","Fire",57.64,0,"yes"
"MORA_9_NBR_1987_2023_2020_584","Fire",55.36,0,"yes"
"MORA_9_NBR_1987_2023_2020_594","Fire",57.26,0,"yes"
"MORA_9_NBR_1987_2023_2020_604","Fire",56.36,0,"yes"
"MORA_9_NBR_1987_2023_2020_609","Fire",59.06,0,"yes"
"MORA_9_NBR_1987_2023_2020_638","Fire",42.98,0,"yes"
"MORA_9_NBR_1987_2023_2020_653","Fire",53.04,0,"yes"
"MORA_9_NBR_1987_2023_2020_663","Fire",46.38,0,"yes"
"MORA_9_NBR_1987_2023_2020_676","Fire",54.26,0,"yes"
"MORA_9_NBR_1987_2023_2020_910","Fire",37.7,0,"yes"
"MORA_9_NBR_1987_2023_2020_914","Fire",27.6,0,"yes"
"MORA_9_NBR_1987_2023_2020_919","Fire",53.04,0,"yes"
"MORA_9_NBR_1987_2023_2020_924","Fire",43.52,0,"yes"
"MORA_9_NBR_1987_2023_2020_925","Fire",57.72,0,"yes"
"MORA_9_NBR_1987_2023_2021_296","Progressive Defoliation",23.8,0,"yes"
"MORA_9_NBR_1987_2023_2021_393","Avalanche",87.54,60,"yes"
"MORA_9_NBR_1987_2023_2021_468","Fire",43.74,0,"yes"
"MORA_9_NBR_1987_2023_2021_564","Fire",47.9,0,"yes"
"MORA_9_NBR_1987_2023_2021_755","Avalanche",90.94,60,"yes"
"MORA_9_NBR_1987_2023_2021_773","Avalanche",92,60,"yes"
"MORA_9_NBR_1987_2023_2021_787","Avalanche",91.62,60,"yes"
"MORA_9_NBR_1987_2023_2021_792","Avalanche",90.22,60,"yes"
"MORA_9_NBR_1987_2023_2023_158","Inter-annual Variability",28.94,40,"no"
"MORA_9_NBR_1987_2023_2023_166","Inter-annual Variability",22.44,40,"no"
"MORA_9_NBR_1987_2023_2023_197","Fire",20.5,0,"yes"
"MORA_9_NBR_1987_2023_2023_211","Inter-annual Variability",34.78,40,"no"
"MORA_9_NBR_1987_2023_2023_241","Inter-annual Variability",49.54,40,"yes"
"MORA_9_NBR_1987_2023_2023_244","Inter-annual Variability",50.3,40,"yes"
"MORA_9_NBR_1987_2023_2023_248","Inter-annual Variability",48.82,40,"yes"
"MORA_9_NBR_1987_2023_2023_401","Avalanche",32.9,60,"no"
"MORA_9_NBR_1987_2023_2023_439","Inter-annual Variability",78.3,40,"yes"
"MORA_9_NBR_1987_2023_2023_491","Inter-annual Variability",72.38,40,"yes"
"MORA_9_NBR_1987_2023_2023_650","Inter-annual Variability",81.8,40,"yes"
"MORA_9_NBR_1987_2023_2023_669","Riparian",22.64,0,"yes"
"MORA_9_NBR_1987_2023_2023_672","Riparian",24.08,0,"yes"
"MORA_9_NBR_1987_2023_2023_675","Riparian",25.2,0,"yes"
"MORA_9_NBR_1987_2023_2023_678","Riparian",31.54,0,"yes"
"MORA_9_NBR_1987_2023_2023_682","Riparian",29.26,0,"yes"
"MORA_9_NBR_1987_2023_2023_683","Tree Toppling",23.5,70,"no"
"MORA_9_NBR_1987_2023_2023_687","Progressive Defoliation",22.06,0,"yes"
"MORA_9_NBR_1987_2023_2023_688","Riparian",27.24,0,"yes"
"MORA_9_NBR_1987_2023_2023_695","Riparian",24.04,0,"yes"
"MORA_9_NBR_1987_2023_2023_710","Fire",28.16,0,"yes"
"MORA_9_NBR_1987_2023_2023_739","Inter-annual Variability",42.84,40,"yes"
"MORA_9_NBR_1987_2023_2023_742","Inter-annual Variability",38.62,40,"no"
"MORA_9_NBR_1987_2023_2023_747","Inter-annual Variability",31.24,40,"no"
"MORA_9_NBR_1987_2023_2023_755","Fire",24.78,0,"yes"
"MORA_9_NBR_1987_2023_2023_762","Inter-annual Variability",32.5,40,"no"
"MORA_9_NBR_1987_2023_2023_763","Fire",27.32,0,"yes"
"MORA_9_NBR_1987_2023_2023_768","Inter-annual Variability",32.64,40,"no"
"MORA_9_NBR_1987_2023_2023_770","Fire",30.6,0,"yes"
"MORA_9_NBR_1987_2023_2023_772","Fire",30.86,0,"yes"
"MORA_9_NBR_1987_2023_2023_774","Fire",33.08,0,"yes"
"MORA_9_NBR_1987_2023_2023_781","Fire",34.32,0,"yes"
"MORA_9_NBR_1987_2023_2023_793","Fire",27.5,0,"yes"
"MORA_9_NBR_1987_2023_2023_802","Fire",27.68,0,"yes"
"MORA_9_NBR_1987_2023_2023_825","Inter-annual Variability",23.12,40,"no"
"MORA_9_NBR_1987_2023_2023_826","Inter-annual Variability",22.44,40,"no"
"MORA_9_NBR_1987_2023_2023_832","Inter-annual Variability",22.98,40,"no"
"MORA_9_NBR_1987_2023_2023_855","Fire",28.02,0,"yes"
"MORA_9_NBR_1987_2023_2023_882","Fire",29.4,0,"yes"
"MORA_9_NBR_1987_2023_2001_657","Inter-annual Variability",91.86,40,"yes"
"MORA_9_NBR_1987_2023_2001_961","Inter-annual Variability",31.96,40,"no"
"MORA_9_NBR_1987_2023_2001_965","Inter-annual Variability",53.12,40,"yes"
"MORA_9_NBR_1987_2023_2001_967","Inter-annual Variability",92.12,40,"yes"
"MORA_9_NBR_1987_2023_2001_1020","Inter-annual Variability",95.52,40,"yes"
"MORA_9_NBR_1987_2023_2001_1060","Inter-annual Variability",94.82,40,"yes"
"MORA_9_NBR_1987_2023_2001_1138","Inter-annual Variability",89.38,40,"yes"
"MORA_9_NBR_1987_2023_2001_1183","Inter-annual Variability",91.54,40,"yes"
"MORA_9_NBR_1987_2023_2001_1777","Fire",89.46,0,"yes"
"MORA_9_NBR_1987_2023_2003_383","Tree Toppling",50.22,70,"no"
"MORA_9_NBR_1987_2023_2004_261","Fire",48.14,0,"yes"
"MORA_9_NBR_1987_2023_2004_318","Tree Toppling",94.4,70,"yes"
"MORA_9_NBR_1987_2023_2004_535","Riparian",98.74,0,"yes"
"MORA_9_NBR_1987_2023_2004_546","Riparian",89.78,0,"yes"
"MORA_9_NBR_1987_2023_2004_576","Fire",68.52,0,"yes"
"MORA_9_NBR_1987_2023_2004_601","Progressive Defoliation",56.06,0,"yes"
"MORA_9_NBR_1987_2023_2004_672","Fire",94.52,0,"yes"
"MORA_9_NBR_1987_2023_2004_712","Fire",95.34,0,"yes"
"MORA_9_NBR_1987_2023_2004_967","Progressive Defoliation",62.5,0,"yes"
"MORA_9_NBR_1987_2023_2005_238","Fire",78.82,0,"yes"
"MORA_9_NBR_1987_2023_2005_253","Fire",86.46,0,"yes"
"MORA_9_NBR_1987_2023_2005_318","Inter-annual Variability",81.02,40,"yes"
"MORA_9_NBR_1987_2023_2005_322","Inter-annual Variability",87.58,40,"yes"
"MORA_9_NBR_1987_2023_2005_341","Inter-annual Variability",82.16,40,"yes"
"MORA_9_NBR_1987_2023_2005_514","Inter-annual Variability",88.06,40,"yes"
"MORA_9_NBR_1987_2023_2005_521","Inter-annual Variability",83.32,40,"yes"
"MORA_9_NBR_1987_2023_2005_594","Inter-annual Variability",99.68,40,"yes"
"MORA_9_NBR_1987_2023_2005_604","Inter-annual Variability",99.38,40,"yes"
"MORA_9_NBR_1987_2023_2005_668","Fire",47.1,0,"yes"
"MORA_9_NBR_1987_2023_2005_689","Fire",95.04,0,"yes"
"MORA_9_NBR_1987_2023_2005_691","Fire",89.42,0,"yes"
"MORA_9_NBR_1987_2023_2005_697","Fire",94.78,0,"yes"
"MORA_9_NBR_1987_2023_2005_703","Fire",97.92,0,"yes"
"MORA_9_NBR_1987_2023_2006_293","Progressive Defoliation",67.96,0,"yes"
"MORA_9_NBR_1987_2023_2006_430","Progressive Defoliation",80.7,0,"yes"
"MORA_9_NBR_1987_2023_2006_464","Progressive Defoliation",76.14,0,"yes"
"MORA_9_NBR_1987_2023_2006_488","Progressive Defoliation",69.34,0,"yes"
"MORA_9_NBR_1987_2023_2006_492","Progressive Defoliation",78.66,0,"yes"
"MORA_9_NBR_1987_2023_2006_493","Progressive Defoliation",64.66,0,"yes"
"MORA_9_NBR_1987_2023_2006_500","Progressive Defoliation",71.54,0,"yes"
"MORA_9_NBR_1987_2023_2006_509","Progressive Defoliation",86.68,0,"yes"
"MORA_9_NBR_1987_2023_2006_559","Progressive Defoliation",68.24,0,"yes"
"MORA_9_NBR_1987_2023_2006_574","Progressive Defoliation",78.58,0,"yes"
"MORA_9_NBR_1987_2023_2006_587","Progressive Defoliation",87.76,0,"yes"
"MORA_9_NBR_1987_2023_2006_593","Progressive Defoliation",73.42,0,"yes"
"MORA_9_NBR_1987_2023_2006_596","Progressive Defoliation",77.18,0,"yes"
"MORA_9_NBR_1987_2023_2006_597","Progressive Defoliation",55.66,0,"yes"
"MORA_9_NBR_1987_2023_2006_615","Progressive Defoliation",76.88,0,"yes"
"MORA_9_NBR_1987_2023_2006_624","Progressive Defoliation",71.94,0,"yes"
"MORA_9_NBR_1987_2023_2006_626","Progressive Defoliation",54.64,0,"yes"
"MORA_9_NBR_1987_2023_2006_627","Progressive Defoliation",63.36,0,"yes"
"MORA_9_NBR_1987_2023_2006_632","Progressive Defoliation",76.6,0,"yes"
"MORA_9_NBR_1987_2023_2006_650","Progressive Defoliation",71.66,0,"yes"
"MORA_9_NBR_1987_2023_2006_651","Progressive Defoliation",78.1,0,"yes"
"MORA_9_NBR_1987_2023_2006_655","Progressive Defoliation",79.66,0,"yes"
"MORA_9_NBR_1987_2023_2006_674","Progressive Defoliation",72.88,0,"yes"
"MORA_9_NBR_1987_2023_2006_678","Progressive Defoliation",76.48,0,"yes"
"MORA_9_NBR_1987_2023_2006_681","Progressive Defoliation",75.92,0,"yes"
"MORA_9_NBR_1987_2023_2006_785","Progressive Defoliation",91.92,0,"yes"
"MORA_9_NBR_1987_2023_2006_880","Progressive Defoliation",64.4,0,"yes"
"MORA_9_NBR_1987_2023_2006_1020","Progressive Defoliation",69.5,0,"yes"
"MORA_9_NBR_1987_2023_2006_1079","Progressive Defoliation",64.6,0,"yes"
"MORA_9_NBR_1987_2023_2006_1340","Fire",98.56,0,"yes"
"MORA_9_NBR_1987_2023_2007_297","Riparian",95.66,0,"yes"
"MORA_9_NBR_1987_2023_2007_441","Riparian",91.66,0,"yes"
"MORA_9_NBR_1987_2023_2007_524","Riparian",97.38,0,"yes"
"MORA_9_NBR_1987_2023_2007_674","Riparian",69.96,0,"yes"
"MORA_9_NBR_1987_2023_2007_736","Riparian",78.66,0,"yes"
"MORA_9_NBR_1987_2023_2007_829","Riparian",52.54,0,"yes"
"MORA_9_NBR_1987_2023_2007_916","Riparian",99.58,0,"yes"
"MORA_9_NBR_1987_2023_2007_953","Riparian",99.2,0,"yes"
"MORA_9_NBR_1987_2023_2007_967","Riparian",75.78,0,"yes"
"MORA_9_NBR_1987_2023_2007_985","Progressive Defoliation",64.7,0,"yes"
"MORA_9_NBR_1987_2023_2007_989","Riparian",96.74,0,"yes"
"MORA_9_NBR_1987_2023_2007_990","Riparian",86.7,0,"yes"
"MORA_9_NBR_1987_2023_2007_995","Riparian",81.3,0,"yes"
"MORA_9_NBR_1987_2023_2007_1001","Riparian",98.6,0,"yes"
"MORA_9_NBR_1987_2023_2007_1023","Riparian",90.44,0,"yes"
"MORA_9_NBR_1987_2023_2007_1045","Riparian",97.4,0,"yes"
"MORA_9_NBR_1987_2023_2007_1060","Clearing",27.12,40,"no"
"MORA_9_NBR_1987_2023_2008_250","Avalanche",91.22,60,"yes"
"MORA_9_NBR_1987_2023_2008_292","Tree Toppling",53.22,70,"no"
"MORA_9_NBR_1987_2023_2008_311","Tree Toppling",75.54,70,"yes"
"MORA_9_NBR_1987_2023_2008_350","Tree Toppling",74.16,70,"yes"
"MORA_9_NBR_1987_2023_2008_505","Fire",97.3,0,"yes"
"MORA_9_NBR_1987_2023_2009_460","Fire",73.2,0,"yes"
"MORA_9_NBR_1987_2023_2010_257","Fire",85.94,0,"yes"
"MORA_9_NBR_1987_2023_2010_305","Fire",89.84,0,"yes"
"MORA_9_NBR_1987_2023_2010_338","Fire",79.92,0,"yes"
"MORA_9_NBR_1987_2023_2011_378","Fire",93.54,0,"yes"
"MORA_9_NBR_1987_2023_2013_428","Inter-annual Variability",68.46,40,"yes"
"MORA_9_NBR_1987_2023_2013_453","Inter-annual Variability",95.8,40,"yes"
"MORA_9_NBR_1987_2023_2013_533","Fire",94.64,0,"yes"
"MORA_9_NBR_1987_2023_2013_536","Inter-annual Variability",93.64,40,"yes"
"MORA_9_NBR_1987_2023_1987_498","Progressive Defoliation",22.78,0,"yes"
"MORA_9_NBR_1987_2023_1987_1640","Inter-annual Variability",28.86,40,"no"
"MORA_9_NBR_1987_2023_1987_1699","Inter-annual Variability",72.58,40,"yes"
"MORA_9_NBR_1987_2023_1987_1773","Inter-annual Variability",66.8,40,"yes"
"MORA_9_NBR_1987_2023_1987_1785","Inter-annual Variability",62.62,40,"yes"
"MORA_9_NBR_1987_2023_1987_1989","Inter-annual Variability",46.58,40,"yes"
"MORA_9_NBR_1987_2023_1987_2298","Fire",35.68,0,"yes"
"MORA_9_NBR_1987_2023_1987_2641","Inter-annual Variability",55.02,40,"yes"
"MORA_9_NBR_1987_2023_1987_2874","Inter-annual Variability",47.3,40,"yes"
"MORA_9_NBR_1987_2023_1987_3524","Inter-annual Variability",40.28,40,"yes"
"MORA_9_NBR_1987_2023_1987_3888","Mass Movement",30.9,NA,"no"
"MORA_9_NBR_1987_2023_1987_3989","Inter-annual Variability",48.08,40,"yes"
"MORA_9_NBR_1987_2023_1987_4045","Avalanche",37.44,60,"no"
"MORA_9_NBR_1987_2023_1987_4088","Inter-annual Variability",40.2,40,"yes"
"MORA_9_NBR_1987_2023_1987_4091","Avalanche",41.1,60,"no"
"MORA_9_NBR_1987_2023_1987_4382","Clearing",37.66,40,"no"
"MORA_9_NBR_1987_2023_1987_4422","Clearing",49.02,40,"yes"
"MORA_9_NBR_1987_2023_1987_4564","Tree Toppling",32.32,70,"no"
"MORA_9_NBR_1987_2023_1988_288","Clearing",80.8,40,"yes"
"MORA_9_NBR_1987_2023_1988_290","Fire",37.84,0,"yes"
"MORA_9_NBR_1987_2023_1989_387","Inter-annual Variability",99.28,40,"yes"
"MORA_9_NBR_1987_2023_1989_393","Inter-annual Variability",98.92,40,"yes"
"MORA_9_NBR_1987_2023_1990_350","Fire",88.3,0,"yes"
"MORA_9_NBR_1987_2023_1990_584","Avalanche",92.18,60,"yes"
"MORA_9_NBR_1987_2023_1990_1054","Fire",80.48,0,"yes"
"MORA_9_NBR_1987_2023_1990_1063","Fire",61.68,0,"yes"
"MORA_9_NBR_1987_2023_1990_1101","Fire",82.3,0,"yes"
"MORA_9_NBR_1987_2023_1990_1118","Fire",84.9,0,"yes"
"MORA_9_NBR_1987_2023_1991_976","Fire",91.26,0,"yes"
"MORA_9_NBR_1987_2023_1991_987","Fire",72.3,0,"yes"
"MORA_9_NBR_1987_2023_1992_849","Fire",39.52,0,"yes"
"MORA_9_NBR_1987_2023_1993_692","Avalanche",24.12,60,"no"
"MORA_9_NBR_1987_2023_1994_510","Inter-annual Variability",69.74,40,"yes"
"MORA_9_NBR_1987_2023_1994_548","Riparian",22.44,0,"yes"
"MORA_9_NBR_1987_2023_1994_562","Avalanche",72.32,60,"yes"
"MORA_9_NBR_1987_2023_1994_571","Avalanche",89.56,60,"yes"
"MORA_9_NBR_1987_2023_1994_582","Avalanche",69.18,60,"yes"
"MORA_9_NBR_1987_2023_1995_696","Fire",78.68,0,"yes"
"MORA_9_NBR_1987_2023_1996_528","Riparian",95.9,0,"yes"
"MORA_9_NBR_1987_2023_1996_1013","Riparian",95.52,0,"yes"
"MORA_9_NBR_1987_2023_1997_400","Avalanche",69.32,60,"yes"
"MORA_9_NBR_1987_2023_1998_307","Clearing",79.34,40,"yes"
"MORA_9_NBR_1987_2023_1998_873","Fire",86.44,0,"yes"
"MORA_9_NBR_1987_2023_1999_506","Avalanche",70.68,60,"yes"
"MORA_9_NBR_1987_2023_1999_548","Avalanche",89.54,60,"yes"
"MORA_9_NBR_1987_2023_1999_1095","Fire",95.54,0,"yes"
"MORA_9_NBR_1987_2023_1999_1184","Fire",99.04,0,"yes"
"MORA_9_NBR_1987_2023_1999_1198","Fire",96.9,0,"yes"
"MORA_9_NBR_1987_2023_2001_153","Clearing",76.04,40,"yes"
"MORA_9_NBR_1987_2023_2015_359","Inter-annual Variability",95.42,40,"yes"
"MORA_9_NBR_1987_2023_2018_191","Progressive Defoliation",24.68,0,"yes"
"MORA_9_NBR_1987_2023_2018_225","Riparian",22.98,0,"yes"
"MORA_9_NBR_1987_2023_2018_447","Fire",33.24,0,"yes"
"MORA_9_NBR_1987_2023_2018_562","Fire",32.56,0,"yes"
"MORA_9_NBR_1987_2023_2019_175","Tree Toppling",38.54,70,"no"
"MORA_9_NBR_1987_2023_2019_237","Tree Toppling",22.66,70,"no"
"MORA_9_NBR_1987_2023_2019_243","Progressive Defoliation",29.9,0,"yes"
"MORA_9_NBR_1987_2023_2019_262","Tree Toppling",31.84,70,"no"
"MORA_9_NBR_1987_2023_2019_273","Fire",20.2,0,"yes"
"MORA_9_NBR_1987_2023_2019_277","Fire",34.36,0,"yes"
"MORA_9_NBR_1987_2023_2019_288","Tree Toppling",23.24,70,"no"
"MORA_9_NBR_1987_2023_2019_312","Progressive Defoliation",24.7,0,"yes"
"MORA_9_NBR_1987_2023_2019_359","Riparian",26.08,0,"yes"
"MORA_9_NBR_1987_2023_2019_395","Tree Toppling",29.74,70,"no"
"MORA_9_NBR_1987_2023_2019_531","Fire",49.44,0,"yes"
"MORA_9_NBR_1987_2023_2019_572","Fire",52.42,0,"yes"
"MORA_9_NBR_1987_2023_2019_582","Fire",60.42,0,"yes"
"MORA_9_NBR_1987_2023_2019_591","Fire",56.36,0,"yes"
"MORA_9_NBR_1987_2023_2019_637","Fire",44.8,0,"yes"
"MORA_9_NBR_1987_2023_2019_642","Fire",46.24,0,"yes"
"MORA_9_NBR_1987_2023_2019_660","Fire",33.6,0,"yes"
"MORA_9_NBR_1987_2023_2019_663","Progressive Defoliation",27.54,0,"yes"
"MORA_9_NBR_1987_2023_2019_699","Fire",26.66,0,"yes"
